101,2,3,1,101,3,100,105
101,2,3,1,101,4,100,50
101,2,3,1,101,5,100,500
101,2,3,1,102,3,100,105
101,2,3,1,102,4,100,50
101,2,3,1,102,5,100,500
101,2,3,1,103,3,100,105
101,2,3,1,103,4,100,50
101,2,3,1,103,5,100,500
101,2,3,2,101,3,100,105
101,2,3,2,101,4,100,50
101,2,3,2,101,5,100,500
101,2,3,3,102,3,100,105
101,2,3,3,102,4,100,50
101,2,3,3,102,5,100,500
101,2,3,4,104,3,100,105
101,2,3,4,104,4,100,50
101,2,3,4,104,5,100,500
102,3,4,1,101,3,100,105
102,3,4,1,101,4,100,50
102,3,4,1,101,5,100,500
102,3,4,1,102,3,100,105
102,3,4,1,102,4,100,50
102,3,4,1,102,5,100,500
102,3,4,1,103,3,100,105
102,3,4,1,103,4,100,50
102,3,4,1,103,5,100,500
102,3,4,2,101,3,100,105
102,3,4,2,101,4,100,50
102,3,4,2,101,5,100,500
102,3,4,3,102,3,100,105
102,3,4,3,102,4,100,50
102,3,4,3,102,5,100,500
102,3,4,4,104,3,100,105
102,3,4,4,104,4,100,50
102,3,4,4,104,5,100,500
104,104,2,1,101,3,100,105
104,104,2,1,101,4,100,50
104,104,2,1,101,5,100,500
104,104,2,1,102,3,100,105
104,104,2,1,102,4,100,50
104,104,2,1,102,5,100,500
104,104,2,1,103,3,100,105
104,104,2,1,103,4,100,50
104,104,2,1,103,5,100,500
104,104,2,2,101,3,100,105
104,104,2,2,101,4,100,50
104,104,2,2,101,5,100,500
104,104,2,3,102,3,100,105
104,104,2,3,102,4,100,50
104,104,2,3,102,5,100,500
104,104,2,4,104,3,100,105
104,104,2,4,104,4,100,50
104,104,2,4,104,5,100,500
103,1,1,1,101,3,100,105
103,1,1,1,101,4,100,50
103,1,1,1,101,5,100,500
103,1,1,1,102,3,100,105
103,1,1,1,102,4,100,50
103,1,1,1,102,5,100,500
103,1,1,1,103,3,100,105
103,1,1,1,103,4,100,50
103,1,1,1,103,5,100,500
103,1,1,2,101,3,100,105
103,1,1,2,101,4,100,50
103,1,1,2,101,5,100,500
103,1,1,3,102,3,100,105
103,1,1,3,102,4,100,50
103,1,1,3,102,5,100,500
103,1,1,4,104,3,100,105
103,1,1,4,104,4,100,50
103,1,1,4,104,5,100,500
107,2,8,1,101,3,100,105
107,2,8,1,101,4,100,50
107,2,8,1,101,5,100,500
107,2,8,1,102,3,100,105
107,2,8,1,102,4,100,50
107,2,8,1,102,5,100,500
107,2,8,1,103,3,100,105
107,2,8,1,103,4,100,50
107,2,8,1,103,5,100,500
107,2,8,2,101,3,100,105
107,2,8,2,101,4,100,50
107,2,8,2,101,5,100,500
107,2,8,3,102,3,100,105
107,2,8,3,102,4,100,50
107,2,8,3,102,5,100,500
107,2,8,4,104,3,100,105
107,2,8,4,104,4,100,50
107,2,8,4,104,5,100,500
